evrk_section_code,evrk_section_title,evrk_chapter_code,evrk_chapter_title,evrk_group_code,evrk_group_title,evrk_class_code,evrk_class_title,evrk_subclass_code,evrk_subclass_title,object_id
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",011,Vienmečių augalų auginimas,0110,Vienmečių augalų auginimas,011000,Vienmečių augalų auginimas,1
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",011,Vienmečių augalų auginimas,0113,"Daržovių ir melionų, šakniavaisių ir gumbavaisių auginimas",011300,"Daržovių ir melionų, šakniavaisių ir gumbavaisių auginimas",2
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",011,Vienmečių augalų auginimas,0113,"Daržovių ir melionų, šakniavaisių ir gumbavaisių auginimas",011350,Daržovių sėklų gavyba,3
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",011,Vienmečių augalų auginimas,0113,"Daržovių ir melionų, šakniavaisių ir gumbavaisių auginimas",011360,Grybų ir valgomųjų trumų auginimas,4
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",011,Vienmečių augalų auginimas,0119,Kitų vienmečių augalų auginimas,011900,Kitų vienmečių augalų auginimas,5
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",012,Daugiamečių augalų auginimas,0120,Daugiamečių augalų auginimas,012000,Daugiamečių augalų auginimas,6
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",012,Daugiamečių augalų auginimas,0123,Citrusų vaisių auginimas,012300,Citrusų vaisių auginimas,7
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",012,Daugiamečių augalų auginimas,0128,"Prieskoninių, kvapiųjų, vaistinių ir kitokių farmacijos pramonėje naudojamų augalų auginimas",012800,"Prieskoninių, kvapiųjų, vaistinių ir kitokių farmacijos pramonėje naudojamų augalų auginimas",8
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",013,Augalų dauginimas,0130,Augalų dauginimas,013000,Augalų dauginimas,9
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",014,Gyvulininkystė,0142,Kitų galvijų ir buivolų auginimas,014210,Galvijų auginimas ir penėjimas mėsai,10
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",014,Gyvulininkystė,0142,Kitų galvijų ir buivolų auginimas,014240,Veislinių bulių spermos gavyba,11
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",014,Gyvulininkystė,0146,Kiaulių auginimas,014620,Veislinių kiaulių auginimas,12
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",014,Gyvulininkystė,0149,Kitų gyvūnų auginimas,014910,Švelniakailių žvėrelių auginimas,13
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",015,Mišrusis žemės ūkis,0150,Mišrusis žemės ūkis,015000,Mišrusis žemės ūkis,14
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",016,Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla,0160,Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla,016000,Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla,15
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",016,Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla,0161,Augalininkystei būdingų paslaugų veikla,016100,Augalininkystei būdingų paslaugų veikla,16
A,"Žemės ūkis, miškininkystė ir žuvininkystė",01,"Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",016,Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla,0164,Sėklininkystė,016400,Sėklininkystė,17
A,"Žemės ūkis, miškininkystė ir žuvininkystė",02,Miškininkystė ir medienos ruoša,020,Miškininkystė ir medienos ruoša,0200,Miškininkystė ir medienos ruoša,020000,Miškininkystė ir medienos ruoša,18
A,"Žemės ūkis, miškininkystė ir žuvininkystė",02,Miškininkystė ir medienos ruoša,024,Miškininkystei būdingų paslaugų veikla,0240,Miškininkystei būdingų paslaugų veikla,024000,Miškininkystei būdingų paslaugų veikla,19
A,"Žemės ūkis, miškininkystė ir žuvininkystė",03,Žvejyba ir akvakultūra,031,Žvejyba,0311,Jūrinė žvejyba,031100,Jūrinė žvejyba,20
A,"Žemės ūkis, miškininkystė ir žuvininkystė",03,Žvejyba ir akvakultūra,031,Žvejyba,0312,Gėlųjų vandenų žvejyba,031200,Gėlųjų vandenų žvejyba,21
A,"Žemės ūkis, miškininkystė ir žuvininkystė",03,Žvejyba ir akvakultūra,032,Akvakultūra,0322,Gėlųjų vandenų akvakultūra,032200,Gėlųjų vandenų akvakultūra,22
B,Kasyba ir karjerų eksploatavimas,08,Kita kasyba ir karjerų eksploatavimas,081,"Akmens, smėlio ir molio karjerų eksploatavimas",0810,"Akmens, smėlio ir molio karjerų eksploatavimas",081000,"Akmens, smėlio ir molio karjerų eksploatavimas",23
B,Kasyba ir karjerų eksploatavimas,08,Kita kasyba ir karjerų eksploatavimas,081,"Akmens, smėlio ir molio karjerų eksploatavimas",0811,"Dekoratyvinio ir statybinio akmens, klinčių, gipso, kreidos ir skalūno karjerų eksploatavimas",081100,"Dekoratyvinio ir statybinio akmens, klinčių, gipso, kreidos ir skalūno karjerų eksploatavimas",24
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,101,Mėsos perdirbimas ir konservavimas ir mėsos produktų gamyba,1011,Mėsos perdirbimas ir konservavimas,101100,Mėsos perdirbimas ir konservavimas,25
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,101,Mėsos perdirbimas ir konservavimas ir mėsos produktų gamyba,1012,Paukštienos perdirbimas ir konservavimas,101200,Paukštienos perdirbimas ir konservavimas,26
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,101,Mėsos perdirbimas ir konservavimas ir mėsos produktų gamyba,1013,Mėsos ir paukštienos produktų gamyba,101310,Rūkytų mėsos ir paukštienos produktų gamyba,27
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,103,Vaisių ir daržovių perdirbimas ir konservavimas,1031,Bulvių perdirbimas ir konservavimas,103100,Bulvių perdirbimas ir konservavimas,28
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,104,Gyvūninių ir augalinių riebalų bei aliejaus gamyba,1040,Gyvūninių ir augalinių riebalų bei aliejaus gamyba,104000,Gyvūninių ir augalinių riebalų bei aliejaus gamyba,29
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,104,Gyvūninių ir augalinių riebalų bei aliejaus gamyba,1041,Aliejaus ir riebalų gamyba,104100,Aliejaus ir riebalų gamyba,30
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,105,Pieno produktų gamyba,1051,Pieninių veikla ir sūrių gamyba,105100,Pieninių veikla ir sūrių gamyba,31
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,107,Kepyklos ir miltinių produktų gamyba,1071,Duonos gamyba; šviežių konditerijos kepinių ir pyragaičių gamyba,107100,Duonos gamyba; šviežių konditerijos kepinių ir pyragaičių gamyba,32
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,108,Kitų maisto produktų gamyba,1082,"Kakavos, šokolado ir cukraus saldumynų gamyba",108200,"Kakavos, šokolado ir cukraus saldumynų gamyba",33
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,108,Kitų maisto produktų gamyba,1084,Užgardų ir pagardų gamyba,108410,Acto gamyba,34
C,Apdirbamoji gamyba,10,Maisto produktų gamyba,109,Paruoštų pašarų gyvuliams gamyba,1092,Paruošto ėdalo naminiams gyvūnėliams gamyba,109200,Paruošto ėdalo naminiams gyvūnėliams gamyba,35
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1100,Gėrimų gamyba,110000,Gėrimų gamyba,36
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1101,"Spirito distiliavimas, rektifikavimas ir maišymas",110100,"Spirito distiliavimas, rektifikavimas ir maišymas",37
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1102,Vynuogių vyno gamyba,110200,Vynuogių vyno gamyba,38
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1103,"Sidro ir kitokių vaisių, uogų vynų gamyba",110300,"Sidro ir kitokių vaisių, uogų vynų gamyba",39
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1104,Kitų nedistiliuotų fermentuotų gėrimų gamyba,110400,Kitų nedistiliuotų fermentuotų gėrimų gamyba,40
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1105,Alaus gamyba,110500,Alaus gamyba,41
C,Apdirbamoji gamyba,11,Gėrimų gamyba,110,Gėrimų gamyba,1107,"Nealkoholinių gėrimų gamyba; mineralinio ir kito, pilstomo į butelius, vandens gamyba",110720,"Natūralaus mineralinio ir kito, pilstomo į butelius, vandens gamyba",42
C,Apdirbamoji gamyba,12,Tabako gaminių gamyba,120,Tabako gaminių gamyba,1200,Tabako gaminių gamyba,120000,Tabako gaminių gamyba,43
C,Apdirbamoji gamyba,13,Tekstilės gaminių gamyba,139,Kitų tekstilės gaminių ir dirbinių gamyba,1390,Kitų tekstilės gaminių ir dirbinių gamyba,139000,Kitų tekstilės gaminių ir dirbinių gamyba,44
C,Apdirbamoji gamyba,13,Tekstilės gaminių gamyba,139,Kitų tekstilės gaminių ir dirbinių gamyba,1391,Megztų (trikotažinių) ir nertų medžiagų gamyba,139100,Megztų (trikotažinių) ir nertų medžiagų gamyba,45
C,Apdirbamoji gamyba,13,Tekstilės gaminių gamyba,139,Kitų tekstilės gaminių ir dirbinių gamyba,1395,"Neaustinių medžiagų ir neaustinių medžiagų gaminių ir dirbinių, išskyrus drabužius, gamyba",139500,"Neaustinių medžiagų ir neaustinių medžiagų gaminių ir dirbinių, išskyrus drabužius, gamyba",46
C,Apdirbamoji gamyba,13,Tekstilės gaminių gamyba,139,Kitų tekstilės gaminių ir dirbinių gamyba,1396,Kitų techninės ir pramoninės tekstilės gaminių ir dirbinių gamyba,139600,Kitų techninės ir pramoninės tekstilės gaminių ir dirbinių gamyba,47
C,Apdirbamoji gamyba,14,Drabužių siuvimas (gamyba),141,"Drabužių, išskyrus kailinius drabužius, siuvimas (gamyba)",1411,Odinių drabužių siuvimas,141100,Odinių drabužių siuvimas,48
C,Apdirbamoji gamyba,14,Drabužių siuvimas (gamyba),142,Kailinių dirbinių ir gaminių gamyba,1420,Kailinių dirbinių ir gaminių gamyba,142000,Kailinių dirbinių ir gaminių gamyba,49
C,Apdirbamoji gamyba,14,Drabužių siuvimas (gamyba),143,Megztų (trikotažinių) ir nertų drabužių gamyba,1430,Megztų (trikotažinių) ir nertų drabužių gamyba,143000,Megztų (trikotažinių) ir nertų drabužių gamyba,50
C,Apdirbamoji gamyba,14,Drabužių siuvimas (gamyba),143,Megztų (trikotažinių) ir nertų drabužių gamyba,1431,"Pėdkelnių, triko, kojinių ir kitų panašių megztų (trikotažinių) ir nertų gaminių bei dirbinių gamyba",143100,"Pėdkelnių, triko, kojinių ir kitų panašių megztų (trikotažinių) ir nertų gaminių bei dirbinių gamyba",51
C,Apdirbamoji gamyba,14,Drabužių siuvimas (gamyba),143,Megztų (trikotažinių) ir nertų drabužių gamyba,1439,Kitų megztų (trikotažinių) ir nertų drabužių gamyba,143900,Kitų megztų (trikotažinių) ir nertų drabužių gamyba,52
C,Apdirbamoji gamyba,15,Odos ir odos dirbinių gamyba,150,Odos ir odos dirbinių gamyba,1500,Odos ir odos dirbinių gamyba,150000,Odos ir odos dirbinių gamyba,53
C,Apdirbamoji gamyba,15,Odos ir odos dirbinių gamyba,151,"Odų rauginimas ir išdirbimas; lagaminų, rankinių, balno reikmenų ir pakinktų gamyba; kailių išdirbimas ir dažymas",1511,Odų rauginimas ir išdirbimas; kailių išdirbimas ir dažymas,151100,Odų rauginimas ir išdirbimas; kailių išdirbimas ir dažymas,54
C,Apdirbamoji gamyba,16,"Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba",161,Medienos pjaustymas ir obliavimas,1610,Medienos pjaustymas ir obliavimas,161010,Cheminis medienos apdorojimas konservantais,55
C,Apdirbamoji gamyba,16,"Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba",162,"Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",1621,Faneravimo dangos ir medienos plokščių gamyba,162110,"Medienos plaušo plokščių, padengtų dekoratyvine plėvele, gamyba",56
C,Apdirbamoji gamyba,16,"Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba",162,"Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",1623,Kitų statybinių dailidžių ir stalių dirbinių gamyba,162320,Medinių surenkamųjų statinių ar jų detalių gamyba,57
C,Apdirbamoji gamyba,16,"Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba",162,"Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",1623,Kitų statybinių dailidžių ir stalių dirbinių gamyba,162330,Medinių sieninių plokščių ir spintų gamyba,58
C,Apdirbamoji gamyba,17,Popieriaus ir popieriaus gaminių gamyba,171,"Plaušienos, popieriaus ir kartono gamyba",1710,"Plaušienos, popieriaus ir kartono gamyba",171000,"Plaušienos, popieriaus ir kartono gamyba",59
C,Apdirbamoji gamyba,17,Popieriaus ir popieriaus gaminių gamyba,172,Popieriaus ir kartoninių gaminių gamyba,1722,Buitinių ir higienos reikmenų bei tualeto reikmenų gamyba,172210,Tualetinio popieriaus gamyba,60
C,Apdirbamoji gamyba,17,Popieriaus ir popieriaus gaminių gamyba,172,Popieriaus ir kartoninių gaminių gamyba,1723,Popierinių raštinės reikmenų gamyba,172310,Kopijavimo popieriaus gamyba,61
C,Apdirbamoji gamyba,18,Spausdinimas ir įrašytų laikmenų tiražavimas,181,Spausdinimas ir su spausdinimu susijusios paslaugos,1812,Kitas spausdinimas,181200,Kitas spausdinimas,62
C,Apdirbamoji gamyba,19,Kokso ir rafinuotų naftos produktų gamyba,192,Rafinuotų naftos produktų gamyba,1920,Rafinuotų naftos produktų gamyba,192030,Parafino ir techninio vazelino gamyba,63
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2012,Dažiklių ir pigmentų gamyba,201200,Dažiklių ir pigmentų gamyba,64
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2014,Kitų pagrindinių organinių chemikalų gamyba,201400,Kitų pagrindinių organinių chemikalų gamyba,65
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2015,Trąšų ir azoto junginių gamyba,201510,Grynųjų ar kompleksinių azoto ir fosforo trąšų gamyba,66
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,202,Pesticidų ir kitų agrocheminių medžiagų gamyba,2020,Pesticidų ir kitų agrocheminių medžiagų gamyba,202000,Pesticidų ir kitų agrocheminių medžiagų gamyba,67
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,203,"Dažų, lakų ir panašių dangų medžiagų, spaustuvinių dažų ir mastikų gamyba",2030,"Dažų, lakų ir panašių dangų medžiagų, spaustuvinių dažų ir mastikų gamyba",203010,Emalinių dažų ir lakų gamyba,68
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2050,Kitų cheminių medžiagų gamyba,205000,Kitų cheminių medžiagų gamyba,69
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2052,Klijų gamyba,205200,Klijų gamyba,70
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2053,Eterinio aliejaus gamyba,205300,Eterinio aliejaus gamyba,71
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,221,Guminių gaminių gamyba,2210,Guminių gaminių gamyba,221000,Guminių gaminių gamyba,72
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,222,Plastikinių gaminių gamyba,2221,"Plastikinių plokščių, lakštų, vamzdžių ir profiliuočių gamyba",222100,"Plastikinių plokščių, lakštų, vamzdžių ir profiliuočių gamyba",73
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2313,Tuščiavidurio stiklo gamyba,231310,Stiklinių talpyklų gamyba,74
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2319,"Kito stiklo, įskaitant skirto techninėms reikmėms, gamyba ir apdorojimas",231910,Stiklinių izoliatorių ir stiklinių izoliacinių jungiamųjų detalių gamyba,75
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,232,Ugniai atsparių gaminių gamyba,2320,Ugniai atsparių gaminių gamyba,232000,Ugniai atsparių gaminių gamyba,76
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,233,Statybinių medžiagų iš molio gamyba,2331,Keraminių apdailos ir šaligatvio plytelių gamyba,233100,Keraminių apdailos ir šaligatvio plytelių gamyba,77
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,234,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,2341,Keraminių buities ir puošybos gaminių bei dirbinių gamyba,234100,Keraminių buities ir puošybos gaminių bei dirbinių gamyba,78
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,239,Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba,2391,Abrazyvinių gaminių gamyba,239100,Abrazyvinių gaminių gamyba,79
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,239,Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba,2399,"Kitų, niekur kitur nepriskirtų, nemetalo mineralinių produktų gamyba",239940,Dirbinių iš bitumo gamyba,80
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,240,Pagrindinių metalų gamyba,2400,Pagrindinių metalų gamyba,240000,Pagrindinių metalų gamyba,81
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,241,Tomo ketaus ir plieno bei ferolydinių gamyba,2410,Tomo ketaus ir plieno bei ferolydinių gamyba,241000,Tomo ketaus ir plieno bei ferolydinių gamyba,82
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,243,Kitų plieno pirminio apdirbimo gaminių gamyba,2432,Šaltasis siaurų juostų valcavimas,243200,Šaltasis siaurų juostų valcavimas,83
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2440,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,244000,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,84
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2442,Aliuminio gamyba,244200,Aliuminio gamyba,85
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2443,"Švino, cinko ir alavo gamyba",244300,"Švino, cinko ir alavo gamyba",86
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,245,Metalų liejinių gamyba,2450,Metalų liejinių gamyba,245000,Metalų liejinių gamyba,87
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,245,Metalų liejinių gamyba,2453,Lengvųjų metalų liejinių gamyba,245300,Lengvųjų metalų liejinių gamyba,88
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",251,Konstrukcinių metalo gaminių gamyba,2512,Metalinių durų ir langų gamyba,251200,Metalinių durų ir langų gamyba,89
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",252,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",2520,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",252000,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",90
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",252,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",2521,Centrinio šildymo radiatorių ir katilų gamyba,252100,Centrinio šildymo radiatorių ir katilų gamyba,91
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",252,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",2529,"Kitų metalinių cisternų, rezervuarų ir talpyklų gamyba",252900,"Kitų metalinių cisternų, rezervuarų ir talpyklų gamyba",92
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",254,Ginklų ir šaudmenų gamyba,2540,Ginklų ir šaudmenų gamyba,254000,Ginklų ir šaudmenų gamyba,93
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",256,Metalų apdorojimas ir dengimas; mechaninis apdirbimas,2561,Metalų apdorojimas ir dengimas,256100,Metalų apdorojimas ir dengimas,94
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",257,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",2570,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",257000,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",95
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",257,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",2572,Spynų ir vyrių gamyba,257200,Spynų ir vyrių gamyba,96
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",261,Elektroninių komponentų ir plokščių gamyba,2610,Elektroninių komponentų ir plokščių gamyba,261000,Elektroninių komponentų ir plokščių gamyba,97
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",263,Ryšių įrangos gamyba,2630,Ryšių įrangos gamyba,263000,Ryšių įrangos gamyba,98
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,270,Elektros įrangos gamyba,2700,Elektros įrangos gamyba,270000,Elektros įrangos gamyba,99
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,275,Buitinių aparatų ir prietaisų gamyba,2750,Buitinių aparatų ir prietaisų gamyba,275000,Buitinių aparatų ir prietaisų gamyba,100
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,275,Buitinių aparatų ir prietaisų gamyba,2752,Buitinių neelektrinių aparatų ir prietaisų gamyba,275200,Buitinių neelektrinių aparatų ir prietaisų gamyba,101
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,280,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,2800,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,280000,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,102
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2824,Variklinių rankinių įrankių gamyba,282400,Variklinių rankinių įrankių gamyba,103
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2890,Kitų specialiosios paskirties mašinų gamyba,289000,Kitų specialiosios paskirties mašinų gamyba,104
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2896,Plastikų ir gumos gamybos mašinų gamyba,289600,Plastikų ir gumos gamybos mašinų gamyba,105
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",291,Variklinių transporto priemonių gamyba,2910,Variklinių transporto priemonių gamyba,291000,Variklinių transporto priemonių gamyba,106
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",292,Variklinių transporto priemonių kėbulų gamyba; priekabų ir puspriekabių gamyba,2920,Variklinių transporto priemonių kėbulų gamyba; priekabų ir puspriekabių gamyba,292000,Variklinių transporto priemonių kėbulų gamyba; priekabų ir puspriekabių gamyba,107
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,300,Kitų transporto priemonių ir įrangos gamyba,3000,Kitų transporto priemonių ir įrangos gamyba,300000,Kitų transporto priemonių ir įrangos gamyba,108
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,301,Įvairių tipų laivų statyba,3011,Laivų ir plūdriųjų konstrukcijų statyba,301100,Laivų ir plūdriųjų konstrukcijų statyba,109
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,301,Įvairių tipų laivų statyba,3012,Pramoginių ir sportinių katerių (laivų) statyba,301200,Pramoginių ir sportinių katerių (laivų) statyba,110
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,302,Geležinkelio lokomotyvų bei riedmenų gamyba,3020,Geležinkelio lokomotyvų bei riedmenų gamyba,302000,Geležinkelio lokomotyvų bei riedmenų gamyba,111
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,309,Niekur kitur nepriskirtų transporto priemonių gamyba,3090,Niekur kitur nepriskirtų transporto priemonių gamyba,309000,Niekur kitur nepriskirtų transporto priemonių gamyba,112
C,Apdirbamoji gamyba,31,Baldų gamyba,310,Baldų gamyba,3102,Virtuvės baldų gamyba,310200,Virtuvės baldų gamyba,113
C,Apdirbamoji gamyba,31,Baldų gamyba,310,Baldų gamyba,3109,Kitų baldų gamyba,310900,Kitų baldų gamyba,114
