evrk_section_code,evrk_section_title,evrk_chapter_code,evrk_chapter_title,evrk_group_code,evrk_group_title,evrk_class_code,evrk_class_title,evrk_subclass_code,evrk_subclass_title,object_id
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",293,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,2930,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,293000,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,918
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",293,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,2931,Variklinių transporto priemonių elektros ir elektroninės įrangos gamyba,293100,Variklinių transporto priemonių elektros ir elektroninės įrangos gamyba,919
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,304,Karinių kovinių transporto priemonių gamyba,3040,Karinių kovinių transporto priemonių gamyba,304000,Karinių kovinių transporto priemonių gamyba,920
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,309,Niekur kitur nepriskirtų transporto priemonių gamyba,3091,Motociklų gamyba,309100,Motociklų gamyba,921
C,Apdirbamoji gamyba,31,Baldų gamyba,310,Baldų gamyba,3101,Įstaigos ir prekybos įmonių (parduotuvių) baldų gamyba,310100,Įstaigos ir prekybos įmonių (parduotuvių) baldų gamyba,922
C,Apdirbamoji gamyba,31,Baldų gamyba,310,Baldų gamyba,3103,Čiužinių gamyba,310300,Čiužinių gamyba,923
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324060,Plastikinių triračių ir kitų žaislų su ratukais gamyba,924
C,Apdirbamoji gamyba,32,Kita gamyba,329,Niekur kitur nepriskirta gamyba,3290,Niekur kitur nepriskirta gamyba,329000,Niekur kitur nepriskirta gamyba,925
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3311,Metalo gaminių remontas,331100,Metalo gaminių remontas,926
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3312,Mašinų remontas,331200,Mašinų remontas,927
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3313,Elektroninės ir optinės įrangos remontas,331300,Elektroninės ir optinės įrangos remontas,928
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3315,Įvairių tipų laivų remontas ir techninė priežiūra,331500,Įvairių tipų laivų remontas ir techninė priežiūra,929
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3319,Kitos įrangos remontas,331900,Kitos įrangos remontas,930
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",351,"Elektros energijos gamyba, perdavimas ir paskirstymas",3510,"Elektros energijos gamyba, perdavimas ir paskirstymas",351000,"Elektros energijos gamyba, perdavimas ir paskirstymas",931
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",353,Garo tiekimas ir oro kondicionavimas,3530,Garo tiekimas ir oro kondicionavimas,353020,Karšto vandens tiekimas,932
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",382,Atliekų tvarkymas ir šalinimas,3820,Atliekų tvarkymas ir šalinimas,382000,Atliekų tvarkymas ir šalinimas,933
F,Statyba,42,Inžinerinių statinių statyba,421,Kelių ir geležinkelių tiesimas,4211,Kelių ir automagistralių tiesimas,421110,Kelio dangos ir stovėjimo aikštelių ženklinimas,934
F,Statyba,42,Inžinerinių statinių statyba,429,Kitų inžinerinių statinių statyba,4291,Vandens statinių statyba,429100,Vandens statinių statyba,935
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4312,Statybvietės paruošimas,431200,Statybvietės paruošimas,936
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4320,"Elektros, vandentiekio ir kitos įrangos įrengimas",432000,"Elektros, vandentiekio ir kitos įrangos įrengimas",937
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4321,Elektros sistemų įrengimas,432100,Elektros sistemų įrengimas,938
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4321,Elektros sistemų įrengimas,432130,"Antenų, ryšio sistemų įrengimas",939
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4329,Kitos įrangos įrengimas,432900,Kitos įrangos įrengimas,940
F,Statyba,43,Specializuota statybos veikla,433,Statybos baigimas ir apdaila,4333,Grindų ir sienų dengimas,433300,Grindų ir sienų dengimas,941
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,451,Variklinių transporto priemonių pardavimas,4510,Variklinių transporto priemonių pardavimas,451000,Variklinių transporto priemonių pardavimas,942
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,451,Variklinių transporto priemonių pardavimas,4511,Automobilių ir lengvųjų variklinių transporto priemonių pardavimas,451100,Automobilių ir lengvųjų variklinių transporto priemonių pardavimas,943
H,Transportas ir saugojimas,49,Sausumos transportas ir transportavimas vamzdynais,494,Krovininis kelių transportas ir perkraustymo veikla,4941,Krovininis kelių transportas,494100,Krovininis kelių transportas,944
H,Transportas ir saugojimas,50,Vandens transportas,500,Vandens transportas,5000,Vandens transportas,500000,Vandens transportas,945
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,453,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas,4531,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų didmeninė prekyba,453100,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų didmeninė prekyba,946
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",461,Didmeninė prekyba už atlygį ar pagal sutartį,4610,Didmeninė prekyba už atlygį ar pagal sutartį,461000,Didmeninė prekyba už atlygį ar pagal sutartį,947
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",461,Didmeninė prekyba už atlygį ar pagal sutartį,4612,"Degalų, rūdų, metalų ir pramoninių cheminių preparatų pardavimo agentų veikla",461200,"Degalų, rūdų, metalų ir pramoninių cheminių preparatų pardavimo agentų veikla",948
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",461,Didmeninė prekyba už atlygį ar pagal sutartį,4619,Įvairių prekių pardavimo agentų veikla,461900,Įvairių prekių pardavimo agentų veikla,949
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",462,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,4620,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,462000,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,950
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4631,"Vaisių, uogų ir daržovių didmeninė prekyba",463100,"Vaisių, uogų ir daržovių didmeninė prekyba",951
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4633,"Pieno produktų, kiaušinių bei valgomųjų aliejaus ir riebalų didmeninė prekyba",463300,"Pieno produktų, kiaušinių bei valgomųjų aliejaus ir riebalų didmeninė prekyba",952
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4634,Gėrimų didmeninė prekyba,463410,Alkoholinių gėrimų didmeninė prekyba,953
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4634,Gėrimų didmeninė prekyba,463420,Nealkoholinių gėrimų didmeninė prekyba,954
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4642,Drabužių ir avalynės didmeninė prekyba,464210,Guminės avalynės didmeninė prekyba,955
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4644,Porceliano ir stiklo dirbinių bei valymo priemonių didmeninė prekyba,464400,Porceliano ir stiklo dirbinių bei valymo priemonių didmeninė prekyba,956
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4645,Kvepalų ir kosmetikos priemonių didmeninė prekyba,464500,Kvepalų ir kosmetikos priemonių didmeninė prekyba,957
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4648,"Laikrodžių, papuošalų ir juvelyrinių dirbinių didmeninė prekyba",464800,"Laikrodžių, papuošalų ir juvelyrinių dirbinių didmeninė prekyba",958
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",467,Kita specializuota didmeninė prekyba,4671,"Kietojo, skystojo ir dujinio kuro bei priedų didmeninė prekyba",467110,Kietojo kuro didmeninė prekyba,959
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",467,Kita specializuota didmeninė prekyba,4671,"Kietojo, skystojo ir dujinio kuro bei priedų didmeninė prekyba",467140,Dyzelinio kuro didmeninė prekyba,960
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",467,Kita specializuota didmeninė prekyba,4673,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",961
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",467,Kita specializuota didmeninė prekyba,4674,"Metalinių dirbinių, vandentiekio ir šildymo įrangos bei reikmenų didmeninė prekyba",467430,Šildymo įrangos didmeninė prekyba,962
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",467,Kita specializuota didmeninė prekyba,4675,Chemijos produktų didmeninė prekyba,467520,Ne vaistinės paskirties stipriai veikiančiųjų ir nuodingųjų medžiagų didmeninė prekyba,963
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",471,Mažmeninė prekyba nespecializuotose parduotuvėse,4710,Mažmeninė prekyba nespecializuotose parduotuvėse,471000,Mažmeninė prekyba nespecializuotose parduotuvėse,964
H,Transportas ir saugojimas,50,Vandens transportas,503,Vidaus vandenų keleivinis transportas,5030,Vidaus vandenų keleivinis transportas,503000,Vidaus vandenų keleivinis transportas,965
H,Transportas ir saugojimas,51,Oro transportas,512,Krovininis oro transportas ir kosminis transportas,5121,Krovininis oro transportas,512100,Krovininis oro transportas,966
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",471,Mažmeninė prekyba nespecializuotose parduotuvėse,4711,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",967
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",472,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",4720,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",472000,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",968
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",472,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",4722,Mėsos ir mėsos produktų mažmeninė prekyba specializuotose parduotuvėse,472200,Mėsos ir mėsos produktų mažmeninė prekyba specializuotose parduotuvėse,969
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",472,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",4724,"Duonos, bandelių, konditerijos gaminių ir cukraus saldumynų mažmeninė prekyba specializuotose parduotuvėse",472400,"Duonos, bandelių, konditerijos gaminių ir cukraus saldumynų mažmeninė prekyba specializuotose parduotuvėse",970
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",472,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",4725,Gėrimų mažmeninė prekyba specializuotose parduotuvėse,472500,Gėrimų mažmeninė prekyba specializuotose parduotuvėse,971
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",472,"Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse",4726,Tabako gaminių mažmeninė prekyba specializuotose parduotuvėse,472600,Tabako gaminių mažmeninė prekyba specializuotose parduotuvėse,972
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",474,Informacijos ir ryšių technologijų (IRT) įrangos mažmeninė prekyba specializuotose parduotuvėse,4742,Telekomunikacijų įrangos mažmeninė prekyba specializuotose parduotuvėse,474200,Telekomunikacijų įrangos mažmeninė prekyba specializuotose parduotuvėse,973
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",475,Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse,4752,"Metalo dirbinių, dažų ir stiklo mažmeninė prekyba specializuotose parduotuvėse",475210,"Dažų, lakų ir politūrų mažmeninė prekyba",974
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",475,Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse,4753,"Kilimų, kilimėlių, sienų ir grindų dangų mažmeninė prekyba specializuotose parduotuvėse",475300,"Kilimų, kilimėlių, sienų ir grindų dangų mažmeninė prekyba specializuotose parduotuvėse",975
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",476,Kultūros ir poilsio prekių mažmeninė prekyba specializuotose parduotuvėse,4763,Muzikos ir vaizdo įrašų mažmeninė prekyba specializuotose parduotuvėse,476300,Muzikos ir vaizdo įrašų mažmeninė prekyba specializuotose parduotuvėse,976
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",477,Kitų prekių mažmeninė prekyba specializuotose parduotuvėse,4774,Medicinos ir ortopedinių prekių mažmeninė prekyba specializuotose parduotuvėse,477400,Medicinos ir ortopedinių prekių mažmeninė prekyba specializuotose parduotuvėse,977
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",477,Kitų prekių mažmeninė prekyba specializuotose parduotuvėse,4778,Kita naujų prekių mažmeninė prekyba specializuotose parduotuvėse,477810,"Suvenyrų, meno dirbinių ir religinių reikmenų specializuota mažmeninė prekyba",978
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",477,Kitų prekių mažmeninė prekyba specializuotose parduotuvėse,4778,Kita naujų prekių mažmeninė prekyba specializuotose parduotuvėse,477890,Kita specializuota mažmeninė prekyba,979
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",479,"Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",4791,Užsakomasis pardavimas paštu arba internetu,479100,Užsakomasis pardavimas paštu arba internetu,980
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,47,"Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",479,"Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",4799,"Kita mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",479900,"Kita mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",981
H,Transportas ir saugojimas,49,Sausumos transportas ir transportavimas vamzdynais,492,Krovininis geležinkelio transportas,4920,Krovininis geležinkelio transportas,492000,Krovininis geležinkelio transportas,982
H,Transportas ir saugojimas,49,Sausumos transportas ir transportavimas vamzdynais,493,Kitas keleivinis sausumos transportas,4930,Kitas keleivinis sausumos transportas,493000,Kitas keleivinis sausumos transportas,983
H,Transportas ir saugojimas,49,Sausumos transportas ir transportavimas vamzdynais,493,Kitas keleivinis sausumos transportas,4939,"Kitas, niekur kitur nepriskirtas, keleivinis sausumos transportas",493900,"Kitas, niekur kitur nepriskirtas, keleivinis sausumos transportas",984
H,Transportas ir saugojimas,49,Sausumos transportas ir transportavimas vamzdynais,494,Krovininis kelių transportas ir perkraustymo veikla,4940,Krovininis kelių transportas ir perkraustymo veikla,494000,Krovininis kelių transportas ir perkraustymo veikla,985
C,Apdirbamoji gamyba,13,Tekstilės gaminių gamyba,132,Tekstilės audimas,1320,Tekstilės audimas,132000,Tekstilės audimas,986
H,Transportas ir saugojimas,52,Sandėliavimas ir transportui būdingų paslaugų veikla,522,Transportui būdingų paslaugų veikla,5221,Sausumos transportui būdingų paslaugų veikla,522110,Traukinių eismo organizavimas ir reguliavimas,987
H,Transportas ir saugojimas,52,Sandėliavimas ir transportui būdingų paslaugų veikla,522,Transportui būdingų paslaugų veikla,5229,Kita transportui būdingų paslaugų veikla,522920,Krovinių gabenimo agentų ir ekspeditorių veikla,988
H,Transportas ir saugojimas,53,Pašto ir pasiuntinių (kurjerių) veikla,530,Pašto ir pasiuntinių (kurjerių) veikla,5300,Pašto ir pasiuntinių (kurjerių) veikla,530000,Pašto ir pasiuntinių (kurjerių) veikla,989
H,Transportas ir saugojimas,53,Pašto ir pasiuntinių (kurjerių) veikla,532,Kita pašto ir pasiuntinių (kurjerių) veikla,5320,Kita pašto ir pasiuntinių (kurjerių) veikla,532000,Kita pašto ir pasiuntinių (kurjerių) veikla,990
I,Apgyvendinimo ir maitinimo paslaugų veikla,55,Apgyvendinimo veikla,559,Kita apgyvendinimo veikla,5590,Kita apgyvendinimo veikla,559000,Kita apgyvendinimo veikla,991
I,Apgyvendinimo ir maitinimo paslaugų veikla,56,Maitinimo ir gėrimų teikimo veikla,562,Pagaminto valgio tiekimas renginiams ir kitų maitinimo paslaugų veikla,5620,Pagaminto valgio tiekimas renginiams ir kitų maitinimo paslaugų veikla,562000,Pagaminto valgio tiekimas renginiams ir kitų maitinimo paslaugų veikla,992
J,Informacija ir ryšiai,58,Leidybinė veikla,582,Programinės įrangos leidyba,5820,Programinės įrangos leidyba,582000,Programinės įrangos leidyba,993
J,Informacija ir ryšiai,59,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",590,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",5900,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",590000,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",994
J,Informacija ir ryšiai,59,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",591,"Kino filmų, vaizdo filmų ir televizijos programų rengėjų veikla",5911,"Kino filmų, vaizdo filmų ir televizijos programų gamyba",591100,"Kino filmų, vaizdo filmų ir televizijos programų gamyba",995
J,Informacija ir ryšiai,59,"Kino filmų, vaizdo filmų ir televizijos programų gamyba, garso įrašymo ir muzikos įrašų leidybos veikla",591,"Kino filmų, vaizdo filmų ir televizijos programų rengėjų veikla",5914,Kino filmų rodymas,591400,Kino filmų rodymas,996
J,Informacija ir ryšiai,60,Programų rengimas ir transliavimas,600,Programų rengimas ir transliavimas,6000,Programų rengimas ir transliavimas,600000,Programų rengimas ir transliavimas,997
J,Informacija ir ryšiai,61,Telekomunikacijos,619,Kitų ryšių paslaugų veikla,6190,Kitų ryšių paslaugų veikla,619000,Kitų ryšių paslaugų veikla,998
J,Informacija ir ryšiai,62,"Kompiuterių programavimo, konsultacinė ir susijusi veikla",620,"Kompiuterių programavimo, konsultacinė ir susijusi veikla",6201,Kompiuterių programavimo veikla,620100,Kompiuterių programavimo veikla,999
J,Informacija ir ryšiai,62,"Kompiuterių programavimo, konsultacinė ir susijusi veikla",620,"Kompiuterių programavimo, konsultacinė ir susijusi veikla",6202,Kompiuterių konsultacinė veikla,620200,Kompiuterių konsultacinė veikla,1000
J,Informacija ir ryšiai,63,Informacinių paslaugų veikla,630,Informacinių paslaugų veikla,6300,Informacinių paslaugų veikla,630000,Informacinių paslaugų veikla,1001
J,Informacija ir ryšiai,63,Informacinių paslaugų veikla,639,Kita informacinių paslaugų veikla,6391,Naujienų agentūrų veikla,639100,Naujienų agentūrų veikla,1002
K,Finansinė ir draudimo veikla,64,"Finansinių paslaugų veikla, išskyrus draudimą ir pensijų lėšų kaupimą",641,Piniginis tarpininkavimas,6419,Kitas piniginis tarpininkavimas,641900,Kitas piniginis tarpininkavimas,1003
K,Finansinė ir draudimo veikla,66,Pagalbinė finansinių paslaugų ir draudimo veikla,662,Pagalbinė draudimo ir pensijų lėšų kaupimo veikla,6620,Pagalbinė draudimo ir pensijų lėšų kaupimo veikla,662000,Pagalbinė draudimo ir pensijų lėšų kaupimo veikla,1004
K,Finansinė ir draudimo veikla,66,Pagalbinė finansinių paslaugų ir draudimo veikla,663,Fondų valdymo veikla,6630,Fondų valdymo veikla,663000,Fondų valdymo veikla,1005
L,Nekilnojamojo turto operacijos,68,Nekilnojamojo turto operacijos,683,Nekilnojamojo turto operacijos už atlygį arba pagal sutartį,6832,Nekilnojamojo turto tvarkyba už atlygį arba pagal sutartį,683200,Nekilnojamojo turto tvarkyba už atlygį arba pagal sutartį,1006
M,"Profesinė, mokslinė ir techninė veikla",69,Teisinė ir apskaitos veikla,690,Teisinė ir apskaitos veikla,6900,Teisinė ir apskaitos veikla,690000,Teisinė ir apskaitos veikla,1007
M,"Profesinė, mokslinė ir techninė veikla",69,Teisinė ir apskaitos veikla,691,Teisinė veikla,6910,Teisinė veikla,691020,Konsultacijos ir atstovavimas darbo ginčuose,1008
M,"Profesinė, mokslinė ir techninė veikla",69,Teisinė ir apskaitos veikla,692,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",6920,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",692000,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",1009
M,"Profesinė, mokslinė ir techninė veikla",69,Teisinė ir apskaitos veikla,692,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",6920,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",692030,Firmų ir kitų bendrovių komercinių operacijų apskaitos tvarkymas,1010
M,"Profesinė, mokslinė ir techninė veikla",69,Teisinė ir apskaitos veikla,692,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",6920,"Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",692040,Mokesčių konsultacijos,1011
M,"Profesinė, mokslinė ir techninė veikla",70,Pagrindinių buveinių veikla; konsultacinė valdymo veikla,702,Konsultacinė valdymo veikla,7021,Viešųjų ryšių ir komunikacijos veikla,702100,Viešųjų ryšių ir komunikacijos veikla,1012
M,"Profesinė, mokslinė ir techninė veikla",71,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,710,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,7100,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,710000,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,1013
M,"Profesinė, mokslinė ir techninė veikla",71,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,711,Architektūros ir inžinerijos veikla bei su ja susijusios techninės konsultacijos,7112,Inžinerijos veikla ir su ja susijusios techninės konsultacijos,711200,Inžinerijos veikla ir su ja susijusios techninės konsultacijos,1014
M,"Profesinė, mokslinė ir techninė veikla",71,Architektūros ir inžinerijos veikla; techninis tikrinimas ir analizė,711,Architektūros ir inžinerijos veikla bei su ja susijusios techninės konsultacijos,7112,Inžinerijos veikla ir su ja susijusios techninės konsultacijos,711240,Geodezinė veikla,1015
